SKU,Description,Cost
SM31M87209,MEMORY 16Gb 32WT MT40A1G16TB-062E IT:F ,
SM31L87553,MEMORY 8GB D4 32 U RMUA5220KC96HAF-3200,
SM31L87551,MEMORY 8GB D4 32 S RMSA3310KC96HAF-3200,
SM31M87165,MEMORY 8GB 56U RMUB5300MD96IAF-5600 I0,
SM31P69923,MEMORY 8GB D5 56U AI2V56WC8W1-B1GS PPB,
SM31M87159,MEMORY 8GB 56S RMSB3400MD96IAF-5600 I0,
SM31L87516,MEMORY 8G D5 56S RMSB3400MD96IAF-5600 M0,
SM31L87546,MEMORY 8Gbx16 D4 32 K4A8G165WG-BCWE,
SM31L87547,MEMORY 16Gbx16 D4 32 K4AAG165WC-BCWE,
SM31M87321,MEMORY 8GB D5 56 U HMCG66AGBUA081N,
SM31M87323,MEMORY 16GB D5 56 U HMCG78AGBUA081N,
SM31M87331,MEMORY 16GB D5 56 U HMCG78AGBUA084N,
SM31M87333,MEMORY 8GB D5 56 S HMCG66AGBSA095N,
SM31M87325,MEMORY 8GB D5 56 S HMCG66AGBSA092N,
SM31M87334,MEMORY 16GB D5 56 S HMCG78AGBSA095N,
SM31M87327,MEMORY 16GB D5 56 S HMCG78AGBSA092N,
SM31K20219,MEMORY 64GB D5-56R HMCG94AGBRA179N,
SM31K55917,MEMORY 64GB D5-56R HMCG94AGBRA182N,
SM31K55918,MEMORY 64GB D5-56R HMCG94AGBRA184N,
SM31P69924,MEMORY 16GB D5 56U AI2V56WCSV1-B1IS PPB,
SM31M78252,MEMORY 16GB D5 56 S RMSB3410MD88IBF-5600,
SM31M78251,MEMORY 8GB D5 56 S RMSB3400MD96IAF-5600,
SM31M87137,MEMORY 48GB D5 56S MTC16C208XS1SC56BB1 K,
SM31P69926,MEMORY 8GB D5 56S AI1V56WC8W1-B1HS PPB,
SM31P69925,MEMORY 16GB D5 56S AI1V56WCSV1-B1IS PPB,
SM30N76970,MEMORY 32GB D5 56 U M323R4GA3DB0-CWMOD,
SM31M87207,MEMORY 16Gbx16 D4 32WT K4AAG165WC-BIWE,
SM31L87567,MEMORY 16GB D4 32 U HMAG78DXNUB096N,
SM31L87566,MEMORY 8GB D4 32 U HMAG66DXNUB096N,
SM31M87203,MEMORY 8Gbx16 D4 32WT K4A8G165WG-BIWE,
SM31Q96231,MEMORY 16GB D5 56U HEKMCG78AGBUBA0AN PPB,
SM31K10494,MEMORY 32Gb LP5X MT62F1G32D2DS-023 WT:C,
SM31M87251,MEMORY 32Gbx32 LP5X 8533 H58G56CK8BX146,
SM31L87479,MEMORY 32Gbx32 LP5X 8533 K3KL8L80DM-MGCU,
SM31Q96230,MEMORY 8GB D5 56U HEKMCG66AGBUBC0AN PPB,
SM31P88081,MEMORY 32GB D5 64 V M435R4GA3PB1-CCP,
SM30N76906,MEMORY 32Gbx32 LP4X 42 H54G56CYRBX247N,
SM30N76868,MEMORY 32Gbx32 LPDDR4X 200B 4266,
SM31M87169,MEMORY 32GB 56U RMUB5320MD88ICF-5600 I0,
SM31M87299,MEMORY 16GB D5 56 U LV56U46BS8MD-16P,
SM31R02478,MEMORY 64GB D5-56R MTC40F2046S1RC56BD2 Q,
SM31R02480,MEMORY 64GB D5-56R HMCG94AGBRA632N,
SM31R02483,MEMORY 64GB D5-56R HMCG94AGBRA631N,
SM31K10495,MEMORY 64Gb LP5X MT62F2G32D4DS-023 WT:C,
SM31M87253,MEMORY 64Gbx32 LP5X 8533 H58G66CK8BX147,
SM31L87480,MEMORY 64Gbx32 LP5X 8533 K3KL9L90DM-MGCU,
SM31R01014,MEMORY 32GB D5-56R M321R4GA3EB2-CWMCH,
SM31Q62605,MEMORY 64GB D5-56R M321R8GA0EB0-CWMCH,
SM31R01016,MEMORY 64GB D5-56R M321R8GA0EB2-CWMCH,
SM31P90423,MEMORY 32GB D5-56R HMCG88AGBRA619N,
SM31R02481,MEMORY 64GB D5-56R HMCG94AGBRA629N,
SM31L87563,MEMORY 8GB D4 32 S HMAG66DXNSB097N,
SM31P72793,MEMORY 16GB D5 56 E M324R2GA3PB0-CWMOD,
SM31M87297,MEMORY 8GB D5 56 U LV56U46BS6MD-8P,
SM31Q52525,MEMORY 32GB D5 64 V M435R4GA3EB1-CCP,
SM31M87195,MEMORY 32GB D5 56 T M426R4GA3PB0-CWMOL,
SM31P90420,MEMORY 128GB D5-56R HMCT04MGBRC546N,
SM31Q24429,MEMORY 128GB D5-56R M321RAJA0MB2-CWMHX,
SM31Q24430,MEMORY 128GB D5-56R M321RAJA0MB2-CWMJH,
SM31P72795,MEMORY 32GB D5 56 E M324R4GA3PB0-CWMOD,
SM31P72794,MEMORY 16GB D5 56 E M324R2GA3PB0-CWMOL,
SM31T97731,MEMORY 8GB D4 32 U M378A1K43EB2-CWE,
SM31K55744,MEMORY 32GB D4-32R M393A4K40EB3-CWE,
SM31S33332,MEMORY 16GB D5 56U HEHMCG78AGBUBA0AJ PPB,
SM31R27764,MEMORY 16GB D5 56U ZMU5WMC8C2J0B64SP PPB,
SM31R98187,MEMORY 16GB D5 56U AL2V56WCSV1-B1AS PPB,
SM31R27766,MEMORY 32GB D5 56U ZMU5WMC8C4J0B64SP PPB,
SM31Q28293,MEMORY 48GB D5 56E HMCGY8MGBEB252N,
SM31Q28291,MEMORY 48GB D5 56U HMCGY8MGBUB252N,
SM31T51552,MEMORY 8GB D4 32 U KT8GU4AE8-HC,
SM31R98186,MEMORY 16GB D5 56S AL1V56WCSV1-B1BS PPB,
SM31R98189,MEMORY 8GB D5 56S AL1V56WC8W1-B1BS PPB,
SM31R27761,MEMORY 16GB D5 56S ZMS5WMC8C2J0B46SP PPB,
SM31T97725,MEMORY 8GB D4 32 U KT8GU4AE8-SE,
SM31R27763,MEMORY 8GB D5 56S ZMS5WMC3C1J0B46SP PPB,
SM31S33329,MEMORY 8GB D5 56S HEHMCG66AGBSBC0AJ PPB,
SM31R98188,MEMORY 8GB D5 56U AL2V56WC8W1-B1AS PPB,
SM31R27762,MEMORY 8GB D5 56U ZMU5WMC3C1J0B64SP PPB,
SM31S33331,MEMORY 8GB D5 56U HEHMCG66AGBUBC0AJ PPB,
SM31S33330,MEMORY 16GB D5 56S HEHMCG78AGBSBA0AJ PPB,
SM31T97724,MEMORY 8GB D4 32 S LV32D4S2S8KC-8,
SM31R87228,MEMORY 16GB D4 32S ZMS4WEC8C2J2446SC PPB,
SM31Q52486,MEMORY 64Gbx32 LP5X 8533 K3KL9L90EM-MGCU,
SM31Q52488,MEMORY 32Gbx32 LP5X 8533 K3KL8L80EM-MGCU,
SM31Q52512,MEMORY 64Gbx32 MT62F2G32D4DS-020 WT:F,
SM31T97735,MEMORY 16GB D5 56 S CXMR4E816S6AS-AN1C,
SM31T97734,MEMORY 16GB D5 56 S CXMR4E816S6AS-CN1C,
SM31T51492,MEMORY 16GB 56 S RMSB3410CA88IBF-5600 M0,
SM31T51493,MEMORY 16GB 56 S RMSB3410CA88IBF-5600 I0,
SM31M87255,MEMORY 128Gbx32 LP5X 8533 H58G78CK8BX185,
SM31K10496,MEMORY 128Gb LP5X MT62F4G32D8DV-023 WT:C,
SM31L87481,MEMORY 128Gb LP5X 8533 K3KLALA0DM-MGCU,
SM31Q52484,MEMORY 128Gbx32 LP5X K3KLALA0EM-MGCU,
SM31P90023,MEMORY 16GB D5 64 W MTC10C1084S1WC64BD1,
SM31T51494,MEMORY 16GB 56 U RMUB5310CA88IBF-5600 M0,
SM31T51495,MEMORY 16GB 56 U RMUB5310CA88IBF-5600 I0,
SM31Q52511,MEMORY 32Gbx32 MT62F1G32D2DS-020 WT:F,
SM31T51498,MEMORY 16GB D5 56 U HMCG78CGBUA081N,
SM31T51499,MEMORY 16GB D5 56 U HMCG78CGBUA084N,
SM31T51520,MEMORY 16GB D5 56 U MDRU448QBBC0-0R0,
SM31T51517,MEMORY 16GB D5 56 U MDRU448QBBC0-0Q0,
SM31T51538,MEMORY 32GB D5 56 S LV56S46BD8MD-32II,
SM31T51537,MEMORY 32GB D5 56 S LV56S46BD8MD-32KI,
SM31T62007,MEMORY 64G D5-64A HMCG98MHBCC,
SM31Q24422,MEMORY 32GB D5-64R MTC20F2085S1RC64BD2,
SM31Q24425,MEMORY 64GB D5-64R MTC40F2046S1RC64BD2,
SM31Q24419,MEMORY 16GB D5-64R MTC10F1084S1RC64BD2,
SM31T51479,MEMORY 32GB D5 56S MTC16C2085S1SC56BH1 B,
SM31T51482,MEMORY 32GB D5 56S MTC16C2085S1SC56BH1 N,
SM31T51480,MEMORY 8GB D5 56 S MTC4C10163S1SC56BH1 K,
SM31T51477,MEMORY 8GB D5 56 S MTC4C10163S1SC56BH1 B,
SM31T51478,MEMORY 16GB D5 56 S MTC8C1084S1SC56BH1 B,
SM31T51481,MEMORY 16GB D5 56 S MTC8C1084S1SC56BH1 K,
SM31P72792,MEMORY 64G D5-64A M333R8JA3MB1-CCP,
SM31T51503,MEMORY 48GB D5 56 U HMCGY8AGBUB252N,
SM31T51502,MEMORY 48GB D5 56 U HMCGY8AGBUB213N,
SM31P90410,MEMORY 128GB D5-64R M321RAJA0MB2-CCP,
SSA0U41161,SP Intel 4205U 1.8G/2C/2M/V0,
SSA0X59402,SP AMD Ryzen 3 3250U 2.6G/2C/4M,
SSA0X59404,SP AMD Athlon Silver 3050U 2.3G/2C/4M,
SSA0V07899,SP Intel i7-8665U 1.9G/4C/8M/VP/Nano,
SSA1E38908,SP Intel 4305UE 2GHz/2C/2M 15W,
SSA0T77227,SP AMD Ryzen 5 Pro 3500U 2.1G/4C/4M/FP5,
SSA0Z87130,SP Intel i5-1145GRE 2.6GHz/4C/8M 28W,
SSA0V98861,SP Intel i3-1005G1 1.2G/2C/4M/13W,
SSA0V07900,SP Intel i5-8365U 1.6G/4C/6M/VP/Nano,
SSA0T77226,SP AMD Ryzen 3 Pro 3300U 2.1G/4C/4M/FP5,
SSA0V98850,SP Intel i5-1035G1 1.0G/4C/6M/13W,
SSA0X38435,SP Intel i3-8145UE 2.2GHz/2C/4M 15W,
SSA0Z87131,SP Intel i3-1115GRE 3GHz/2C/6M 28W,
SSA0X59400,SP AMD Athlon Silver 3050e 1.4G/2C/4M,
SSA0U41160,SP Intel i3-8145U 2.1G/2C/4M/V0,
SSA1K09282,SP Intel i7-13700H 2.4G/14C/24M,
SSA1K09292,SP Intel i5-13420H 2.1G/8C/12M/NP,
SSA1H22435,SP Intel i3-1215U 1.2G/6C/10M,
SSA1H22433,SP Intel 7305 1.1G/5C/8M,
SSA1K02670,SP Intel x6425RE 1.9GHz/4C/1.5M 12W,
SSA1L31008,SP Intel x6214RE 1.4GHz/2C/1.5M 6W,
SSA1K09286,SP Intel i5-13500H 2.6G/12C/18M,
SSA1C18582,SP Intel i5-1145G7E 2.6GHz/4C/8M 28W,
SSA1M03371,SP Intel Celeron 6305E 1.8GHz/2C/4M 15W,
SSA1K09262,SP Intel i7-13620H 2.4G/10C/24M/NP,
SSA1K96127,SP Intel Xeon 8480+ 2GHz/56C/105M 350W,
SSA1K09283,SP Intel Processor U300 1.2G/5C/8M,
SSA1K09288,SP AMD R5 7535HS 3.3G/6C/16M/D5,
SSA1K09278,SP AMD R7 7735HS 3.2G/8C/16M/D5,
SSA1K09290,SP Intel i9-13900H 2.6G/14C/24M/VP,
SSA1K09281,SP Intel i3-1315U 1.2G/6C/10M/NP,
SSA1M45547,SP Intel ULT7 155U 1.7G/12C/12M,
SSA1M45579,SP Intel ULT5 125U 1.3G/12C/12M,
SSA1M45080,SP Intel ULT7 155H 1.4G/16C/24M,
SSA1M45081,SP Intel ULT5 125H 1.2G/14C/18M,
SSA1M81215,SP Intel i7-14700KF 3.4GHz/20C/33M 125W,
SSA1M81212,SP Intel i9-14900KF 3.2GHz/24C/36M 125W,
SSA1K09435,SP Intel i9-13900KF 3GHz/24C/36M 125W,
SSA1K09436,SP Intel i7-13700KF 3.4GHz/16C/30M 125W,
SSA1Q61687,SP AMD Ryzen 5 220 CPU,
SSA1Q27422,SP X1P-64100-1-NSP2127-TR-03-0,
SSA1Q01338,SP X1P-42100-1-NSP2127B-TR-00-0,
SSA1R69336,SP Intel U5 225 3.3GHz/10C/20M 65W B0,
SSA1Q40729,SP Intel Core ULT7 255HX CPU,
SSA1Q35377,SP Intel Core 5 210H CPU,
SSA1Q35376,SP Intel Core 7 240H CPU,
SSA1R68996,SP X12-6100-1-NSP2127B-TR-00-0,
SSA1M45586,SP AMD Ryzen 7 250 CPU,
SSA1Q90164,SP AMD Ryzen AI 7 350 CPU,
SSA1S02340,SP AMD Ryzen7 8745HX CPU,
SSA1T09736,SP AMD Ryzen AI 5 330 CPU,
SSA1Q40724,SP Intel Core ULT5 235U VP CPU,
SSA1Q40728,SP Intel Core ULT7 265U VP CPU,
SSA1Q40732,SP Intel Core ULT5 225U CPU,
SSA1Q35369,SP Intel Core ULT7 255H CPU,
SSA1Q35374,SP Intel Core ULT5 235H VP CPU,
SSA1Q35370,SP Intel Core ULT7 265H VP CPU,
SSA1Q35371,SP Intel Core ULT5 225H CPU,
SSA1Q40727,SP Intel Core ULT7 255U CPU,
SSA1Q01640,SP Intel Core ULT5 238V M32GB/VP,
SSA1Q01643,SP Intel Core ULT5 238V S32GB/VP,
SSA1K09260,SP Intel i3-1315U 1.2G/6C/10M,
SSA1M45585,SP AMD Ryzen 7 PRO 250 CPU,
SSA1T64644,SP Intel Core ULT X7 368H VP CPU,
SSA1P80434,SP Intel Core ULT7 258V M32GB,
SSA1P80492,SP Intel Core ULT7 258V S32GB,
SSA1Q90163,SP AMD Ryzen AI 7 PRO 350 CPU,
SSA1Q90166,SP AMD Ryzen AI 5 PRO 340 CPU,
SSA1T64655,SP Intel Core ULT 5 325 CPU,
SSA1P80493,SP Intel Core ULT5 226V S16GB,
SSA1P80435,SP Intel Core ULT5 226V M16GB,
SSA1T93755,SP AMD Ryzen 5 40 CPU,
SSA1Q01646,SP Intel Core ULT7 266V H16GB/VP,
SSA1Q01642,SP Intel Core ULT7 266V M16GB/VP,
SDK0T76546,DPK W11 Pro EDU STRG DPK WW,
SDK0T76554,DPK W11 Pro DG Entry STF DPK WW,
SDK0T76531,DPK W11 Pro DPK CHNML,
SCL0Y33037,COA_LABELS W10 GSKU CMIT OEM V2022-L,
SDK0T76480,DPK W11 Home DT CPPP DPK,
SDK0T76479,DPK W11 Home HE CPPP DPK,
SDK0T76543,DPK W11 Pro DG Entry DPK CHNML,
SDK0T76539,DPK W11 Pro DG DPK CHNML,
SDK0T76537,DPK W11 Pro DG Hign End DPK CHNML,
SDK0T76535,DPK W11 Pro Entry DPK CHNML,
SDK0T76529,DPK W11 Pro High End DPK CHNML,
SDK0T76588,DPK W11 HSL NG PREM ZAF PPP DPK,
SDK0T76587,DPK W11 HSL NG ZAF PPP DPK,
SDK0T76586,DPK W11 HSL NG PREM Africa PPP DPK,
SDK0T76585,DPK W11 HSL NG Africa PPP DPK,
SDK0T76584,DPK W11 HSL NG PREM APAC PPP DPK,
SDK0T76583,DPK W11 HSL NG APAC PPP DPK,
SDK0T76582,DPK W11 HSL NG PREM INDIA PPP DPK,
SDK0T76581,DPK W11 HSL NG India PPP DPK,
SDK0T76580,DPK W11 HSL NG PREM IDN PPP DPK,
SDK0T76579,DPK W11 HSL NG IDN PPP DPK,
SDK0T76577,DPK W11 Home NG PREM CPPP DPK,
SDK0T76576,DPK W11 Pro CP+ PREM DPK WW,
SDK0T76575,DPK W11 Pro CP+ DPK WW,
SDK0T76574,DPK W11 Home NG PREM DPK WW,
SDK0T76573,DPK W11 Home CP+ DPK WW,
SDK0T76572,DPK W11 Pro DG PPP DPK IND,
SDK0T76541,DPK W11 Pro DG Value DPK CHNML,
SDK0T76540,DPK W11 Pro DG Value DPK WW,
SDK0T76544,DPK W11 Pro PPP DPK IND,
SDK0T76533,DPK W11 Pro Value DPK CHNML,
SDK0T76532,DPK W11 Pro Value DPK WW,
SDK0T76524,DPK W11 HS SL Entry ZAF PPP DPK,
SDK0T76523,DPK W11 HS SL Value ZAF PPP DPK,
SDK0T76522,DPK W11 HS SL Core ZAF PPP DPK,
SDK0T76521,DPK W11 HS SL Plus ZAF PPP DPK,
SDK0T76520,DPK W11 HSL Entry ZAF PPP DPK,
SDK0T76519,DPK W11 HSL Value ZAF PPP DPK,
SDK0T76518,DPK W11 HSL Core ZAF PPP DPK,
SDK0T76517,DPK W11 HSL Plus ZAF PPP DPK,
SDK0T76516,DPK W11 HS SL Entry Africa PPP DPK,
SDK0T76515,DPK W11 HS SL Value Africa PPP DPK,
SDK0T76514,DPK W11 HS SL Core Africa PPP DPK,
SDK0T76513,DPK W11 HS SL Plus Africa PPP DPK,
SDK0T76512,DPK W11 HSL Entry Africa PPP DPK,
SDK0T76511,DPK W11 HSL Value Africa PPP DPK,
SDK0T76510,DPK W11 HSL Core Africa PPP DPK,
SDK0T76509,DPK W11 HSL Plus Africa PPP DPK,
SDK0T76504,DPK W11 HSL Entry APAC PPP DPK,
SDK0T76503,DPK W11 HSL Value APAC PPP DPK,
SDK0T76502,DPK W11 HSL Core APAC PPP DPK,
SDK0T76501,DPK W11 HSL Plus APAC PPP DPK,
SDK0T76496,DPK W11 HSL Entry IDN PPP DPK,
SDK0T76495,DPK W11 HSL Value IDN PPP DPK,
SDK0T76494,DPK W11 HSL Core IDN PPP DPK,
SDK0T76493,DPK W11 HSL Plus IDN PPP DPK,
SDK0T76488,DPK W11 HSL Entry IND PPP DPK,
SDK0T76487,DPK W11 HSL Value IND PPP DPK,
SDK0T76486,DPK W11 HSL Core IND PPP DPK,
SDK0T76485,DPK W11 HSL Plus IND PPP DPK,
SDK0T76484,DPK W11 HS CPPP DPK,
SDK0T76482,DPK W11 HS HE CPPP DPK,
SDK0T76478,DPK W11 HS SL Entry DPK WW,
SDK0T76477,DPK W11 HS Entry DPK WW,
SDK0T76476,DPK W11 HS SL Value DPK WW,
SDK0T76475,DPK W11 HS Value DPK WW,
SDK0T76474,DPK W11 HS SL DPK WW,
SDK0T76473,DPK W11 HS DPK WW,
SDK0T76472,DPK W11 HS SL Plus DPK WW,
SDK0T76471,DPK W11 HS Plus DPK WW,
SDK0T76470,DPK W11 HS SL Advanced DPK WW,
SDK0T76469,DPK W11 HS Advanced DPK WW,
SDK0T76468,DPK W11 Home SL Entry DPK WW,
SDK0T76467,DPK W11 Home SL Value DPK WW,
SDK0T76481,DPK W11 Home CPPP DPK,
SEK1M22712,EDPK W11 IoT ENT CLB Value DPK WW,
SEK1H03546,EDPK W11 IoT ENT Entry DPK WW,
SEK1M22711,EDPK W11 IoT ENT CLB HE DPK WW,
SEK1H03534,EDPK W11 IoT ENT Value DPK WW,
SEK1H03537,EDPK W11 IoT ENT HE DPK WW,
SEK0N11851,EDPK Win 10 IoT EP 2016 LTSB High End,
SEK0W86526,EDPK Win10 IoT Ent Collab SAC HE DPK,
SWC0S74454,WL_CHGR LPS-15WP B 15W WL_CHGR,
SW10K97537,WIRELESS Intel 8265 NV M2 Brazil PPB,
SW11E39841,WIRELESS Fibocom L860R Panther-2 No eSIM,
SW11E39838,WIRELESS Quectel WWAN EM05G No eSIM,
SW11A40410,WIRELESS Quectel EM160R-GL,
SW11A40397,WIRELESS Quectel EM160R-GL L TAC,
SW10M73274,WIRELESS WLAN Intel 9560 vPro BR,
SW11A40440,WIRELESS Fibocom L860R+ PT2,
SW11E39870,WIRELESS WLAN Fibocom FM350 J-3,
SW11A40438,WIRELESS Fibocom L860R+ JG2,
SW11E39864,WIRELESS WLAN GSD MT7921L,
SW11A40420,WIRELESS Fibocom L860R+,
SWC0S74457,WL_CHGR LPS-15WP K 15W WL_CHGR,
SW11E39819,WIRELESS Lenovo Connect 5G 4FF SIM Card,
SW11H85120,WIRELESS WWAN QCT RM520N CN,
SW11H85122,WIRELESS WWAN QCT RM520N Tha,
SW11H85112,WIRELESS WWAN QCT EM160R Tha,
SW11E39854,WIRELESS WWAN Quectel EM05-CN,
SW11H85124,WIRELESS WWAN QCT RM520N Mer,
SW11E39878,WIRELESS WWAN Quectel EM05-G Roc-2,
SW11E39827,WIRELESS WWAN Fibocom L860 Roc,
SW11A40422,WIRELESS WWAN Quectel EM05-G 4G,
SW11E39836,WIRELESS LC 15GBx12M 4FF SIM,
SW11A40428,WIRELESS Fibocom L860R+ CN,
SW11H85118,WIRELESS WWAN QCT RM520N,
SW11H85110,WIRELESS WWAN QCT EM160R CN,
SW11H85108,WIRELESS WWAN QCT EM160R,
SW11A40388,WIRELESS WLAN Intel AX211 vPro 1216,
SW11A40390,WIRELESS WLAN Intel AX211 NV 1216,
SW11H85139,WIRELESS WLAN Intel BE201 NV 1216,
SW11H85138,WIRELESS WLAN Intel BE201 vPro 1216,
SW11H85190,WIRELESS WLAN FXN MT7925 1418,
SW11H85182,WIRELESS WLAN Foxconn MT7920,
SSS0U97723,SSD CA5 M.2-2280 PCIe 256GB PPB,
SSS0X49601,SSD CA5 M.2-2280 PCIe 256GB PPB,
SSS1F28693,SSD STC CL4 256G 2280 PCIe G4x4 OPAL PPB,
SSS1D33664,SSD STC CL4 256G 2280 PCIe G4V x4 OPAL,
SSS1D33660,SSD WD SN810 256G 2280 P-PCIe4x4 OP,
SSS1D22402,SSD SMT PM991 256G M.2 2242 PCIe PPB,
SSS1F28694,SSD STC CL4 512G 2280 PCIe G4x4 OPAL PPB,
SSS1D33665,SSD STC CL4 512G 2280 PCIe G4V x4 OPAL,
SSS0X49602,SSD CA5 M.2-2280 PCIe 512GB PPB,
SSS0U97724,SSD CA5 M.2-2280 PCIe 512GB PPB,
SSS0L24754,SSD TOS BG4 512G M.2 2242 PCIe,
SSS1C75721,SSD SAM PM991 256G M.2 2242 PCIe PPB,
SSS0Z86698,SSD KIX XG7 1T 2280 PCIe G4P x4,
SSS1F28691,SSD STC CL4 256G 2242 PCIe G4x4 OPAL PPB,
SSS1D33661,SSD STC CL4 256G 2242 PCIe G4V x4 OPAL,
SSS0X49600,SSD CL1 M.2-2242 PCIe 256GB TBG PPB,
SSS0U97718,SSD CL1 M.2-2242 PCIe 256GB TBG PPB,
SSS0L24778,SSD LIT CL1 256G M.2 2242 PCIe,
SSS0L24753,SSD TOS BG4 256G M.2 2242 PCIe,
SSS0L24780,SSD LIT CA5 512G M.2 2280 PCIe OPAL,
SSS0L24779,SSD LIT CA5 256G M.2 2280 PCIe OPAL,
SSS0L25202,SSD MIC 2300 1T 2280 PCIe3x4 OP,
SSS1A40306,SSD SKH PC711 1T 2280 PCIe G3 x4,
SSS1D33662,SSD STC CL4 512G 2242 PCIe G4V x4 OPAL,
SSS0L24797,SSD KIX BG5 512G 2242 PCIe G4V x4 OPAL,
SSS0L25089,SSD UMIS AM6671 256G M.2 PCIe NVMe OPAL,
SSS1D33667,SSD WD SN740 256G 2242 PCIe G4V x4 OPAL,
SSS1D33666,SSD STC CL4 1T 2280 PCIe G4V x4 OPAL,
SSS0Y86525,SSD UM AM6A0 256G 2280 PCIe G4V x4 OPAL,
SSS0Y86527,SSD UM AM6A0 1T 2280 PCIe G4V x4 OPAL,
SSS0Y86519,SSD UM AM6A0 512G 2242 PCIe G4V x4 OPAL,
SSS1D33682,SSD KIX BG5 512G 2242 PCIe G4V x4 OPAL,
SSS0L25208,SSD SAM PM9B1 1T 2242 PCIe G4V x4 OPAL,
SSS1D71482,SSD MIC 2450 1T 2242 PCIe G4V x4 OPAL,
SSS1D33663,SSD STC CL4 1T 2242 PCIe G4V x4 OPAL,
SSS0L24798,SSD KIX BG5 1T 2242 PCIe G4V x4 OPAL,
SSS1C17662,SSD MIC 2210 1T M.2 PCIe 2280 SSD,
SSS0Q94037,SSD CA3 M.2-2280 PCIe 256GB PPB,
SSS1D33683,SSD KIX BG5 1T 2242 PCIe G4V x4 OPAL,
SSS1D33679,SSD KIX XG8 2T 2280 PCIe G4P x4 OPAL,
SSS1F20327,SSD SKH BC901 512G 2242 PCIe G4V x4 OPAL,
SSS0Y86503,SSD SAM PM9B1 256G 2242 PCIe G4V x4 OPAL,
SSS0Y86504,SSD SAM PM9B1 512G 2242 PCIe G4V x4 OPAL,
SSS1F20339,SSD SKH BC901 512G 2242 PCIe G4V x4 OPAL,
SSS1F28692,SSD STC CL4 512G 2242 PCIe G4x4 OPAL PPB,
SSS1D71505,SSD UM AH660 512G 2280 PCIe G4P x4 OPAL,
SSS1F20351,SSD SOL EchoHarbor 512G 2280PCIeG4x4 QLC,
SSS1D71495,SSD MIC 2400 1T 2280 PCIe G4 x4,
SSS1F20352,SSD SOL Echo Harbor 1T 2280 PCIeG4x4 QLC,
SSS1D33680,SSD KIX XG8 4T 2280 PCIe G4P x4 OPAL,
SSS1F20340,SSD SKH BC901 1T 2242 PCIe G4V x4 OPAL,
SSS1F20328,SSD SKH BC901 1T 2242 PCIe G4V x4 OPAL,
SSS1M77658,SSD HNA BC901 512G 2242 PCIe G4x4 OP PPB,
SSS1D71500,SSD MIC 2550 512G 2280 PCIe G4V x4 OPAL,
SSS1M77654,SSD HNA BC901 256G 2242 PCIe G4x4 OP PPB,
SSS1M76979,SSD SMT PM9B1 256G 2242 PCIe G4x4 OP PPB,
SSS1D71501,SSD MIC 2550 1T 2280 PCIe G4V x4 OPAL,
SSS1M77656,SSD HNA BC901 256G 2280 PCIe G4x4 OP PPB,
SSS1M77657,SSD HNA BC901 512G 2280 PCIe G4x4 OP PPB,
SSD0H55392,SSD_ASM M.2 2280 PCIe NVMe PM951-128,
SSS1D71499,SSD MIC 2550 256G 2280 PCIe G4V x4 OPAL,
SSS0L24699,SSD TOS XG5  512G M.2 2280 PCIe OPAL,
SSS0L24700,SSD TOS XG5 1TB M.2 2280 PCIe OPAL,
SSS0Q94035,SSD CA3 M.2-2280 PCIe 512GB PPB,
SSS1D33698,SSD KIX BG6 256G 2242 PCIe G4V x4 OPAL,
SSS1N37781,SSD YMT PC411 512G 2242 PCIe G4V x4,
SSS1M63310,SSD UM AM6B1 512G 2242 PCIe G4V x4,
SSS1F28990,SSD SKH BC901 1T 2242 PCIe G4V x4,
SSS1K57701,SSD SAM PM9C1a 1T 2242 PCIe G4V x4,
SSS1F28996,SSD SKH BC901 512G 2242 PCIe G4V x4,
SSS1M36931,SSD MIC 2550 512G 2242 PCIe G4V x4,
SSS1K57705,SSD SAM PM9C1a 512G 2242 PCIe G4V x4,
SSS1J91996,SSD UM AM6A0 256G 2242 PCIe G4V x4,
SSS1F28998,SSD SKH BC901 256G 2242 PCIe G4V x4,
SSS1K57703,SSD SAM PM9C1a 256G 2242 PCIe G4V x4,
SSS1D71511,SSD UM AM6B1 512G 2280 PCIe G4V x4 OPAL,
SSS1D71512,SSD UM AM6B1 1T 2280 PCIe G4V x4 OPAL,
SSS0Y86537,SSD YMT PC411 512G 2280 PCIe G4V x4 OPAL,
SSS1D71490,SSD YMT PC300 512G 2280 PCIe G4V x4 OPAL,
SSS0Y86501,SSD UM AM6A1 512G 2280 PCIe G4V x4 OPAL,
SSS0Y86538,SSD YMT PC411 1T 2280 PCIe G4V x4 OPAL,
SSS0Y86502,SSD UM AM6A1 1T 2280 PCIe G4V x4 OPAL,
SSS1D71489,SSD YMT PC300 256G 2280 PCIe G4V x4 OPAL,
SSS0Y86500,SSD UM AM6A1 256G 2280 PCIe G4V x4 OPAL,
SSS1D33699,SSD KIX BG6 512G 2242 PCIe G4V x4 OPAL,
SSS1P71388,SSD MIC 2650 512G 2280 PCIe G4V x4 OPAL,
SSS1P71389,SSD MIC 2650 1T 2280 PCIe G4V x4 OPAL,
SSS1D71551,SSD UM AM6B0 512G 2280 PCIe G4V x4 OPAL,
SSS1D71515,SSD SKH PVC10 1T 2242 PCIe G4V x4 OPAL,
SSS1D33700,SSD KIX BG6 1T 2242 PCIe G4V x4 OPAL,
