SKU,Description,Cost
SSD0F66165,"SSD_ASM 2.5""TS Refresh-240 OPAL 2.0",
SSD0F66167,"SSD_ASM 2.5""TS Refresh-480 OPAL 2.0",
SSD0F66155,"SSD_ASM 2.5""V2S128 6Gb/s               ",
SSD0F66158,"SSD_ASM 2.5""V2S-512 6Gb/s",
SSD0E97880,"SSD_ASM 2.5""X300S512 6Gb/s             ",
SSD0E38401,"SSD_ASM 2.5""PM851256 6Gb/s             ",
SSD0E97866,SSD_ASM 2.5SIERRA STAR180 6GB/S        ,
SSD0E97867,"SSD_ASM 2.5""Sierra Star240 FDE 6G      ",
SSD0E38434,SSD_ASM 2.5X110128 6GB/S               ,
0000000YK159,"SSD_ASM 240GB SATA G3HS 2.5"" SSD        ",
0000000YK163,"SSD_ASM 3.84TB 12Gb SAS 2.5""SSD",
0000000YK308,"SSD_ASM 3.84TB NVMe 2.5"" SSD",
0000001GR785,SSD_ASM 32GB M.2 SATA 2242 SSD,
SSD7A20774,SSD_ASM 32GB M.2 SATA 2242 SSD,
0000000YK166,"SSD_ASM 400GB 12G SAS 2.5"" SSD",
SSD0F55470,SSD_ASM 400GB SFF8639 PCIe3x4 Intel     ,
0000000YK160,"SSD_ASM 480GB SATA G3HS 2.5"" SSD        ",
0000000YK167,"SSD_ASM 800GB  12G SAS 2.5"" SSD",
0000000YK161,"SSD_ASM 960GB SATA G3HS 2.5"" SSD",
000000C19818,"SSD_ASM Bare 2.5"" 64GB Sandisk X110 SSD ",
0000000D8407,SSD_ASM FUSION-IO ioD2,
0000000D8415,SSD_ASM Fusionio ioD2                  ,
SSD0L16542,SSD_ASM Intel S3610 2.5 SATA 6G SSD 1.2T,
SSD0L20143,SSD_ASM Intel S3610 2.5 SATA 6G SSD 400,
SSD0L16541,SSD_ASM Intel S3610 2.5 SATA 6G SSD 800G,
SSD0H80872,SSD_ASM Intl S3510 SATA6G 240G 2.5,
SSD0L16529,SSD_ASM Intl S3520 SATA 6G 2.5 480G     ,
SSD0F66179,SSD_ASM LIT CS14P16 16G M.2 2242       ,
SSD0L20505,SSD_ASM Liteon CV3 6Gb SATA 128GB,
SSD0E97864,SSD_ASM M.2 2242 U11016                ,
SSD0E38456,SSD_ASM M.2 2280 HG6512,
SSD0F66243,SSD_ASM M.2 2280 PCIe AHCI SM951512    ,
SSD0E97862,SSD_ASM M.2 PCIe XP941256              ,
0000068Y7769,SSD_ASM Micron P400E,
0000000AH601,SSD_ASM ORDERABLE PN                    ,
0000000AH602,SSD_ASM ORDERABLE PN,
0000000AH603,SSD_ASM ORDERABLE PN                    ,
0000000AH606,SSD_ASM ORDERABLE PN                    ,
0000000AH609,SSD_ASM ORDERABLE PN,
0000000AH624,SSD_ASM ORDERABLE PN                    ,
0000000AH627,SSD_ASM ORDERABLE PN                    ,
0000000AH628,SSD_ASM ORDERABLE PN                    ,
0000000AH647,SSD_ASM ORDERABLE PN                    ,
0000000AH648,SSD_ASM ORDERABLE PN                    ,
0000000AH649,SSD_ASM ORDERABLE PN                    ,
0000000D5329,SSD_ASM ORDERABLE PN,
0000000D5330,SSD_ASM ORDERABLE PN,
0000000D5331,SSD_ASM ORDERABLE PN,
0000000D5348,SSD_ASM ORDERABLE PN,
0000000D5394,SSD_ASM ORDERABLE PN                    ,
0000000D5395,SSD_ASM ORDERABLE PN                    ,
0000000D5396,SSD_ASM ORDERABLE PN                    ,
0000000D5397,SSD_ASM ORDERABLE PN,
0000000D5398,SSD_ASM ORDERABLE PN,
0000000D8434,SSD_ASM ORDERABLE PN,
0000000D8435,SSD_ASM ORDERABLE PN,
0000000D8436,SSD_ASM ORDERABLE PN,
0000000D8437,SSD_ASM ORDERABLE PN,
0000000D8438,SSD_ASM ORDERABLE PN                    ,
0000000D8439,SSD_ASM ORDERABLE PN                    ,
0000000D8440,SSD_ASM ORDERABLE PN                    ,
0000000D8441,SSD_ASM ORDERABLE PN                    ,
0000000D8450,SSD_ASM ORDERABLE PN                    ,
0000000D8451,SSD_ASM ORDERABLE PN                    ,
0000000D8459,SSD_ASM ORDERABLE PN,
0000000D8460,SSD_ASM ORDERABLE PN,
0000000D8461,SSD_ASM ORDERABLE PN,
0000000FG711,SSD_ASM ORDERABLE PN,
0000000FG713,SSD_ASM ORDERABLE PN                    ,
0000000FG725,SSD_ASM ORDERABLE PN                    ,
0000000FG726,SSD_ASM ORDERABLE PN                    ,
0000000FG727,SSD_ASM ORDERABLE PN                    ,
0000000YK157,SSD_ASM ORDERABLE PN,
0000000YK158,SSD_ASM ORDERABLE PN,
0000000YK162,SSD_ASM ORDERABLE PN,
0000000YK164,SSD_ASM ORDERABLE PN,
0000000YK371,SSD_ASM ORDERABLE PN,
0000000YK596,SSD_ASM ORDERABLE PN,
0000000YK628,SSD_ASM ORDERABLE PN,
0000000YK629,SSD_ASM ORDERABLE PN                    ,
0000068Y7719,SSD_ASM ORDERABLE PN                    ,
0000068Y7780,SSD_ASM ORDERABLE PN                    ,
0000068Y7781,SSD_ASM ORDERABLE PN                    ,
0000068Y7782,SSD_ASM ORDERABLE PN                    ,
0000068Y7784,SSD_ASM ORDERABLE PN                    ,
0000068Y7786,SSD_ASM ORDERABLE PN,
0000068Y7788,SSD_ASM ORDERABLE PN,
0000068Y7789,SSD_ASM ORDERABLE PN,
0000068Y7790,SSD_ASM ORDERABLE PN                    ,
0000068Y7791,SSD_ASM ORDERABLE PN                    ,
0000068Y7783,SSD_ASM ORDERABLE PNti                  ,
0000000D8430,SSD_ASM OREDERABLE PN,
0000000D8431,SSD_ASM OREDERABLE PN                   ,
0000000D8432,SSD_ASM OREDERABLE PN,
0000000D8433,SSD_ASM OREDERABLE PN,
SSD0H55425,SSD_ASM SAM CM871a 256G M.2 OPAL,
SSD0K18153,SSD_ASM Sam PM1635 SAS TLC 400G,
SSD0K18154,SSD_ASM Sam PM1635 SAS TLC 800G,
SSD0E38400,SSD_ASM 2.5PM851128 6GB/S              ,
SSD0E38402,SSD_ASM 2.5PM851256 OPAL 2.0 6GB/S     ,
SSD0K36443,SSD_ASM Sam PM863 SATA6G  2.5 T 120G    ,
SSD0E97934,"SSD_ASM 2.5""PM871128 6Gb/s             ",
SSD0E97935,SSD_ASM SAM PM871 256G 2.5 OPAL         ,
SSD0E97940,SSD_ASM SAM PM871 512G M.2,
SSD0H55415,SSD_ASM SAM PM871a 512G M.2 OPAL,
SSD0F66219,SSD_ASM M.2 PCIe NVMe SM951512         ,
SSD0L16551,SSD_ASM Samsung PM863a SATA 6G SSD 240G ,
SSD0L16552,SSD_ASM Samsung PM863a SATA 6G SSD 480G ,
SSD0L16553,SSD_ASM Samsung PM863a SATA 6G SSD 960G,
SSD0E97954,SSD_ASM SAN X300 2.5 256G OPAL SATA,
SSD0E97955,SSD_ASM SAN X300 2.5 512G SATA          ,
SSD0F66199,SSD_ASM SAN X300 M.2 2280 512G SATA,
SSD0J47156,SSD_ASM SAN X300S 2.5 256G OPAL SATA    ,
SSD0J47155,SSD_ASM SAN X300S 2.5 512G SATA         ,
0000000FG724,SSD_ASM SnstCvPLRINSED                  ,
SSD0G78455,SSD_ASM SSD  S3500 120G                 ,
SSD0G97127,SSD_ASM SSD_ASM 1.2T 2.5 SATA6G Intel,
SSD0F66227,SSD_ASM TSBXG31000GM.2M2280PCIeNVMe     ,
SM30K12165,MEMORY 64G D424L HMAA8GL7MMR4NUH      ,
SM30G16505,MEMORY 4GB D4 24S HMA851S6AFR6NUH      ,
SM30G16513,MEMORY 16GB D4 24S HMA82GS6AFR8NUH     ,
SSD0H55424,SSD_ASM SAM CM871a 128G M.2,
SM30K02067,MEMORY S M393A4K40BB1CRC 32GB D424R,
SM30L45467,MEMORY 16G D4-24E MTA18ASF2G72AZ-2G3B1,
SSD0F66181,SSD_ASM SAM SM951 256G M.2 OPAL,
0000000MP677,SSD ORDERABLE PN,
SSD0E97939,SSD_ASM SAM PM871 256G M.2 OPAL,
SSA0M91177,SP Intel G4560T 2.9GHz/2C/3M/LGA 35W    ,
SM30K25238,MEMORY 4GB D4 24U HMA851U6AFR6NUH      ,
SM30K25254,MEMORY 16GB D4 24U HMA82GU6AFR8NUH     ,
SSD0F66204,SSD_ASM M.2 2280 PCIe NVMe SM951-128,
SSA0M91175,SP Intel i37100T 3.4GHz/2C/3M/LGA 35W  ,
SM37A18844,MEMORY MTA18ASF2G72AZ2G3B1 16GB D424E ,
SM30L37606,MEMORY 16G D424R MTA36ASF2G72PZ2G3B1  ,
SM30L13336,MEMORY H HMA82GU7AFR8N-TF 16GB D4-21E,
SM30L13371,MEMORY S M393AAK40B42CWD 128GB D426R  ,
0000000NV280,MEMORY 2Rx8 16GB 8Gbit 2400MHz RDIMM    ,
SSA7A23483,SP IntelE31230V6 3.5G/4+0/72W/2400     ,
SSD0E97953,"SSD_ASM 2.5""X300-256 6Gb/s",
SSS0L25041,SSD INT PS 256G M.2 2280 OPAL           ,
SSS0L25047,SSD SAM SM961 256G M.2 NVMe OPAL        ,
0000000MP695,SSD ORDERABLE PN,
0000000AH640,OPT_DRIVE ORDERABLE PN                  ,
0000000AK603,COA_LABELS COAR2DC2CROK,
0000000AK617,COA_LABELS COAR2ES2CPUROK,
0000000AK621,COA_LABELS COAR22SE2CRK,
0000000Y4688,COA_LABELS COASAL2CROK,
0000000Y4691,COA_LABELS COADC2CPUROK,
0000000Y4692,COA_LABELS COADCAL2CROK,
0000000Y4703,COA_LABELS COACAL5D,
0000000Y4706,COA_LABELS COARDCAL5U,
0000000Y4715,COA_LABELS COACAL1D,
0000000Y4717,COA_LABELS COACAL10D,
0000000Y4718,COA_LABELS COACAL10U,
0000000Y4719,COA_LABELS COACAL50D,
0000000Y4720,COA_LABELS COACAL50U,
0000000Y4722,COA_LABELS COARDCAL1U,
0000068Y6516,COA_LABELS COASBCAL1U,
0000078P3957,ELEC_COMP Memory                        ,
0000078P4086,LOGIC_IC Memory                         ,
0000071Y3514,COA LABEL   COA Win7 Pro                ,
SSD0F66241,SSD_ASM M.2 2242 CS1-SP32 6Gb/s,
000000B94234,COA LABEL   COA part numberLenovo numbe,
000000C44448,COA LABEL   COA part numberLenovo numbe,
0000071Y9155,COA LABEL   W7HP COA ORY                ,
000000C48348,COA LABEL   Win 7 Pro NatAc Eng MM SFF C,
0000000AK620,COA_LABELS COAR22SE2C,
0000000AK618,COA_LABELS COAR2FD1C,
0000071Y3518,COA LABEL COA Win7 Pro                  ,
SCL0F45285,COA_LABELS WS2012R2DCROKCOA,
000000A91961,COA LABEL   COA part number(MS),
SCL0F45306,COA_LABELS WS2012R2FROKCOA              ,
0000019R1294,COA LABEL   WXP EMBED,
000000B98375,COA LABEL   COA LABEL Windows Embedded S,
0000071Y3516,COA LABEL   COA Win7 Pro                ,
0000071Y9163,COA LABEL   W7PRO COA                   ,
0000089Y0800,COA LABEL   W7pro Nat Aca               ,
SCL0F45284,COA_LABELS WS2012R2STDROKCOA            ,
SCL0F45286,COA_LABELS WS2012R2ESSROKCOA            ,
SCL0F45289,COA_LABELS COA part numberLenovo number,
SCL0H29381,COA_LABELS Win Embro Retail 8.1 EMB RT,
SCL0K20110,COA_LABELS Win7P NatAc COA SB SFF AEE   ,
SCL0K09730,COA_LABELS COA_Lenovo WES8              ,
SCL0F45296,COA_LABELS COA part numberLenovo numbe ,
0000071Y3505,COA LABEL   COA Win7 HP                 ,
0000071Y3497,COA LABEL   COA Win7 HB                 ,
0000071Y3539,COA LABEL   COA Win7 Ultim              ,
0000001DE517,COA_LABELS COAW16STD16                 ,
0000071Y3517,COA LABEL COA Win7 Pro                  ,
000000C44445,COA LABEL   COA part numberLenovo numbe,
0000071Y3541,COA LABEL   COA Win7 Ultim              ,
SM30F92656,MEMORY Sam_R K4B4G0846D 4GB D3L1600    ,
0000081Y3692,SSD_ASM ORDERABLE PN                    ,
0000081Y3691,SSD_ASM ORDERABLE PN                    ,
0000000YK374,SSD_ASM Intel P3700 800GB AIC,
SSD0L16528,SSD_ASM Intl S3520 SATA 6G 2.5 240G     ,
0000000AK599,COA_LABELS COAR2SE2CROK,
0000000AK619,COA_LABELS COAR2FDRK1C,
0000000Y4704,COA_LABELS COACAL5U,
0000000Y4716,COA_LABELS COACAL1U,
SSA0M91192,SP AMD Ryzen 7 1700 3.0G/8C/16M/AM4/65W ,
SM30L37604,MEMORY 4G D4-24R MTA9ASF51272PZ-2G3B1,
SSD0L16530,SSD_ASM Intl S3520 SATA 6G 2.5 960G     ,
SM30L13368,MEMORY H HMA84GR7AFR4NVK 32GB D426R   ,
SSD0L16555,SSD_ASM Samsung PM1633a 12Gb SAS 3.84TB ,
SSD0L16556,SSD_ASM Samsung PM1633a 12Gb SAS 7.68TB ,
SSD0L16627,SSD_ASM HGST Bear Cove SAS SSD 400GB SSD,
SSD0L16628,SSD_ASM HGST Bear Cove SAS SSD 800GB SSD,
SSS7A06661,"SSD 3.84TB NVMe 2.5"" SSD                ",
SSS7A06729,"SSD 400GB 12Gb SAS 2.5"" SSD             ",
SSS0L25072,SSD INT LOYDSTAR 256G M.2 OPAL,
SSD0L20442,SSD_ASM Toshiba M3 PCIe AIC 1.6T        ,
SSD0L20443,SSD_ASM Toshiba M3 PCIe AIC 3.2T        ,
SM30L13363,MEMORY MTA18ASF2G72AZ-2G1B1 16GB D4-21E,
SCL0F45301,COA_LABELS COA part numberLenovo numbe ,
SM30L13364,MEMORY MTA9ASF1G72PZ-2G6B1 8GB D4-26R,
SSD0K11145,SSD_ASM Intl S3510 SATA6G 2.5 RD N 480G ,
SSS0L25058,SSD SAM PM961-256GB M.2 PCIe NVMe,
SSA0M55893,SP Intel G4600 3.6GHz/2C/3M/LGA 51W     ,
SSA0M91176,SP Intel G4600T 3.0GHz/2C/3M/LGA 35W    ,
SCL0N02371,COA_LABELS COA part numberLenovo numbe ,
0000001GR710,"SSD 800GB SATA 2.5"" SSD",
0000001GR832,"SSD 1.2TB  6Gb SATA 2.5"" SSD",
0000001GR833,"SSD 1.6TB  6Gb SATA 2.5"" SSD",
SSA7A25359,SP SKL 28C/2.5G/205W/38.5MB             ,
SSA7A25360,SP SKL 28C/2.1G/165W/38.5MB             ,
SSA7A25361,SP SKL 26C/2.1G/165W/35.75MB            ,
SSA7A25362,SP SKL 26C/2.0G/150W/35.75MB            ,
SSA7A25363,SP SKL 24C/2.1G/150W/33MB               ,
SSA7A25364,SP SKL 16C/2.0G/125W/22MB               ,
SSA7A25365,SP SKL 24C/2.7G/205W/33M                ,
SSA7A25367,SP SKL 4C/3.6G/105W/16.5M               ,
SSA7A25368,SP SKL 24C/2.1G/150W/33M                ,
SSA7A25369,SP SKL 22C/2.1G/140W/30.25M             ,
SSA7A25370,SP SKL 20C/2.4G/150W/27.5M              ,
SSA7A25371,SP SKL 20C/2.0G/125W/27.5M              ,
SSA7A25372,SP SKL 18C/2.3G/140W/24.75M             ,
SSA7A25373,SP SKL 16C/2.1G/125W/22M                ,
SSA7A25374,SP SKL 14C/2.2G/105W/19.25M             ,
SSA7A25375,SP SKL 12C/2.3G/105W/16.5M              ,
SSA7A25376,SP SKL 18C/3.0G/200W/24.75M             ,
SSA7A25377,SP SKL 18C/2.7G/165W/24.75M             ,
SSA7A25378,SP SKL 16C/2.6G/150W/22MB               ,
SSA7A25381,SP SKL 12C/3.0G/148W/24.75M             ,
SSA7A25382,SP SKL 12C/2.6G/125W/19.25M             ,
SSA7A25384,SP SKL 8C/3.2G/130W/24.75M              ,
SSA7A25386,SP SKL 4C/3.6G/105W/16.5M               ,
SSA7A25387,SP SKL 20C/2.0G/125W/xxM                ,
SSA7A25388,SP SKL 16C/2.1G/125W/xxM                ,
SSA7A25389,SP SKL 14C/2.2G/105W/19.25M             ,
SSA7A25391,SP SKL 12C/2.6G/125W/19.25M             ,
SSA7A25870,SP SKL 28C/2.5G/205W/38.5M              ,
SSA7A25872,SP SKL 24C/2.1G/150W/xxM                ,
SSA7A29205,SP SKL 10C/2.4G/85W/x.xM                ,
SSA7A29207,SP SKL 12C/2.1G/85W/16.5M               ,
SM30K25250,MEMORY 8GB D4 24U RMUA5110MB78HAF-2400,
SSD0H55385,"SSD_ASM Micron M600 2.5"" 7mm 256 OPL",
SSA0M55894,SP Intel G4560 3.5GHz/2C/3M/LGA 54W     ,
SM30K25244,MEMORY 8GB D4 24U M378A1K43BB2CRC      ,
SSD0L20445,SSD_ASM Toshiba M3 PCIe 2.5 1.92T       ,
SSD0L20444,SSD_ASM Toshiba M3 PCIe 2.5 960G        ,
SM30G16508,MEMORY 8GB D4 24S M471A1K43BB1CRC      ,
SM30G16504,MEMORY 4GB D4 24S M471A5143EB1-CRC,
0000001GV838,"SSD 5100 Pro 240GB SATA 2.5"" SSD",
0000001GV839,"SSD 5100 MAX 480GB SATA 2.5"" SSD",
0000001GV840,"SSD 5100 Pro 960GB SATA 2.5"" SSD",
0000001GV841,"SSD 5100 Pro 1.92TB SATA 2.5"" SSD",
0000001GV842,"SSD 5100 Pro 3.84TB SATA 2.5"" SSD",
0000001KR492,"SSD 5100 ECO 480GB SATA 2.5"" SSD",
0000001KR493,"SSD 5100 ECO 960GB SATA 2.5"" SSD",
0000001KR494,"SSD 5100 ECO 1.92TB SATA 2.5"" SSD",
0000001KR495,"SSD 5100 ECO 3.84TB SATA 2.5"" SSD",
SSS7A06693,SSD 400GB SAS FIPS SSD,
SSS7A06694,SSD 800GB SAS FIPS SSD,
SSS7A06695,SSD 1.6TB SAS FIPS SSD,
0000000AH643,SSD ORDERABLE PN,
0000000D8452,OPT_DRIVE ORDERABLE PN                  ,
0000000D8456,SSD ORDERABLE PN,
0000000MP654,SSD ORDERABLE PN,
0000000MP655,SSD ORDERABLE PN,
0000000MP679,OPT_DRIVE ORDERABLE PN                  ,
0000000D8458,SSD_ASM ORDERABLE PN,
0000000YK156,SSD_ASM ORDERABLE PN,
0000000YK370,SSD_ASM ORDERABLE PN,
0000000YK372,SSD_ASM ORDERABLE PN,
0000000YK609,SSD_ASM ORDERABLE PN                    ,
0000000YK627,SSD_ASM ORDERABLE PN                    ,
0000000YL700,SSD_ASM ORDERABLE PN,
SSA7A23485,SP IntelE31275V6 3.8G/4+2/73W/2400     ,
SM30G16501,MEMORY 2GB D4 24S HMA425S6AFR6NUH,
SSA7A23486,SP IntelE31245V6 3.7G/4+2/73W/2400     ,
SSA0M91186,SP Xeon E31230v6 3.5G 4C 72W           ,
SSA7A25366,SP SKL 12C/150W/3.0GHz/24.75MB          ,
SSA7A29208,SP SKL 10C/2.2G/85W/xxM                 ,
SSA7A29209,SP SKL 8C/2.1G/85W/xxM                  ,
SSA7A29210,SP SKL 8C/1.8G/85W/xxM                  ,
SSA7A29211,SP SKL 4C/2.6G/85W/xxM                  ,
SSA7A29214,SP SKL 8C/2.0G/70W/xxM                  ,
SSA7A29215,SP SKL 8C/1.7G/85W/xxM                  ,
SSA7A29216,SP SKL 6C/1.7G/85W/xxM                  ,
SSS7A06663,"SSD 1.6TB 2.5"" SATA 6Gb SSD",
SSS7A06662,"SSD 1.2TB 2.5"" SATA 6Gb SSD",
SM30E51202,MEMORY 8GB DDR3L SD HMT41GS6BFR8A-PB,
SM30M06725,MEMORY H HMA84GR7AFR4NVK 32GB D426R,
SM30M06724,MEMORY S M393A4K40BB2CTD 32GB D426R   ,
SM30M06723,MEMORY MTA18ASF2G72PDZ-2G6B1 16GB,
SM30M06721,MEMORY H HMA82GR7AFR4N-VK 16GB D4-26R,
SM30J46601,MEMORY 8G D4-21R HMA41GR7AFR4N-TF,
SCL0N02329,COA_LABELS COA part numberLenovo numbe ,
SSS0L24685,SSD TSB XG4 M.2 2280 256G OPAL PCIe     ,
SM30M55940,MEMORY 8G D424E HMA81GU7AFR8NUHT0     ,
SSA0M55878,SP Intel  i77700K 4.2GHZ/4C/8M/LGA 95W ,
SSD0J47154,SSD_ASM SAN X300S 2.5 128G SATA,
SM30G97406,MEMORY H HMA451U7AFR8N-TF 4GB D4-21E,
SSA0M91183,SP Xeon E31270v6 3.8G 4C 72W           ,
SSD0L82129,SSD_ASM Intel S3520 6Gb  SATA 800GB 2.5,
SSD0M07004,SSD_ASM intel S3520 M.2 480G,
0000001DE524,COA_LABELS COAWSS16STD                 ,
SSS7A06672,"SSD 2.5"" 240GB  SATA 6Gbps SSD          ",
SSS7A06673,"SSD 2.5"" 480GB  SATA 6Gbps SSD          ",
SSS7A06674,"SSD 2.5"" 960GB SATA 6Gbps SSD",
SSS7A06675,"SSD 2.5"" 1.92TB SATA 6Gbps SSD          ",
SSS7A06677,"SSD 3.84TB  SATA  2.5"" SSD              ",
SSS7A06702,"SSD 2.5"" 480GB  SATA 6Gbps SSD",
SSS7A06703,"SSD 2.5"" 960GB  SATA 6Gbps SSD",
SSS7A06704,"SSD 2.5"" 1.92TB  SATA 6Gbps SSD         ",
SSS7A06705,"SSD 2.5"" 3.84TB  SATA 6Gbps SSD",
SSS7A06735,"SSD 800GB 12Gb SAS 2.5"" SSD             ",
SCL0N02325,COA_LABELS COA part numberLenovo numbe ,
SSA0M91184,SP Xeon E31245v6 3.7G 4C 73W           ,
SSA7A22537,SP IntelE78894V4 2.22.9G/24C/60M/165W ,
SSA0M91188,SP Xeon E31220v6 3.0G 4C 72W           ,
SSA0F66658,SP AMD A129800E 3.1GHz/4C/2M 35W AM4   ,
SSA0F66661,SP AMD A109700 3.5GHz/4C/2M 65W AM4    ,
SSA0F66663,SP AMD A69500 3.5GHz/2C/1M 65W AM4     ,
SSA0F66668,SP AMD PRO A109700 3.5GHz/4C/2M 65W AM4,
SSA0F66670,SP AMD PRO A89600 3.1GHz/4C/2M 65W AM4 ,
SSA0F66682,SP AMD PRO A108770 3.5GHz/4C/2M 65W AM4,
SSS0L24694,SSD SAN X400 1TB 2.5 OPAL               ,
SM30N88301,MEMORY 16GB D424R M393A2G40EB1CRC     ,
0000001GW991,MEMORY 2Rx4 16GB 2400MHz RDiMM,
0000001GW990,MEMORY 2Rx8 8GB 2400MHz RDiMM,
0000047J0164,MEMORY 4GBV16001.5V,
0000047J0170,MEMORY 16GB4gb1600135,
SM30K25278,MEMORY 16GB D4 24U M378A2K43CB1CRC     ,
SM30L08729,MEMORY 16G D4-26R MTA18ASF2G72PDZ-2G6B1,
SSA7A25874,SP SKL 18C/2.3G/140W/xxM                ,
SSA7A23480,SP IntelE31280V6 3.9G/4+0/72W/2400     ,
SSA0M91219,SP Xeon GOLD 5122 3.6G 4C 105W          ,
SSA0P23559,SP Xeon GOLD 6134 3.2G 8C 130W          ,
SM37A18902,MEMORY S M393A1G43EB1CTD 8GB D426R,
SSD0H32457,"SSD_ASM 1TB 2.5"" 7mm SATA6G MICRON",
SSA0M55890,SP Intel Core i37300                   ,
SSA0M91181,SP Xeon E31280v6 3.9G 4C 72W           ,
SSA0F66657,SP AMD A69500E 3.0GHz/2C/1M 35W AM4    ,
SSA0P24575,SP Xeon SILVER 4110 2.1G 8C 85W         ,
SM30K12147,MEMORY 16G D424E M391A2K43BB1CRC      ,
SM30N88302,MEMORY 8GB D424R M393A1G43EB1CRC      ,
SM30K25252,MEMORY 16GB D4 24U M378A2K43BB1CRC     ,
SSA0F66685,SP AMD PRO A68570E 3.0GHz/2C/1M 35W AM4,
SM30L08732,MEMORY 32G D4-26R MTA36ASF4G72PZ-2G6B2,
SM30L13381,MEMORY S M393A2K43BB1-CRC 16GB D4-24R,
SM30H35442,MEMORY 8G D421E M391A1G43DB0CPB       ,
SSS0L25099,SSD INT LoydStar 256G M.2 OPAL          ,
SSA0M91182,SP Xeon E31275v6 3.8G 4C 73W           ,
SSD0L16557,SSD_ASM Samsung PM1633a 12Gb SAS 15.36TB,
SSS0L25069,SSD LNV AH6661 256G M.2 PCIe OPAL       ,
SSS7A06679,"SSD Intel S4500 240GB 2.5"" SATA 6Gb SSD ",
SSS7A06680,"SSD 480GB 2.5"" STAT 6Gb SSD             ",
SSS7A06681,"SSD 960GB 2.5"" SATA 6Gb SSD",
SSS7A06687,"SSD 240GB 2.5"" SATA 6Gb SSD             ",
SSS7A06688,"SSD 480GB 2.5"" STAT 6Gb SSD             ",
SSS7A06689,"SSD 960GB 2.5"" SATA 6Gb SSD             ",
SM30E51285,MEMORY 8GB DDR4 ECC M474A1G43EB1-CPB,
SSD0L16629,SSD_ASM HGST Bear Cove SAS SSD 1.6TB SSD,
SSS7A06699,SSD 480GB SATA Boot M.2 SSD             ,
SSS0L25014,SSD MIC 1100 2TB 2.5 OPAL               ,
SSS0L25043,SSD INT PS 512G M.2 2280 OPAL           ,
SSA0F66671,SP AMD PRO A69500 3.5GHz/2C/1M 65W AM4 ,
SSA0M91193,SP AMD Ryzen 7 PRO 1700 3.0G/8C/16M/AM4 ,
SSA0M91205,SP AMD Ryzen 3 PRO 1200 3.1G/4C/8M/AM4  ,
SSA0M91199,SP AMD Ryzen 5 PRO 1500 3.5G/4C/16M/AM4 ,
SM30G16464,MEMORY 4GB D3L 16S RMT3170MN68F9F1600  ,
SSA7A25385,SP SKL 6C/x.xG/115125W/19.25M          ,
SSA7A25871,SP SKL 28C/2.1G/165W/xxM                ,
SSS7A23303,SSD Intel P4500 4.0TB HHHL Entry NVMe,
SSS7A23304,SSD Intel P4500 8.0TB HHHL Entry NVMe,
SSS7A23308,SSD Intel P4600 2.0TB HHHLMS NVMe       ,
SSS7A23309,SSD Intel P4600 4.0TB HHHL MS NVMe,
SSD0L16554,SSD_ASM Samsung PM863a SATA 6G SSD 1920G,
SSD0H55393,SSD_ASM M.2 2280 PCIe NVme PM951256    ,
SM30K12158,MEMORY 32G D424R M393A4K40BB1CRC      ,
SSD0H55436,SSD INTL LoydStar 240G 2.5 OPAL         ,
0000001DE525,COA_LABELS COAW16Ess                   ,
SM30L13365,MEMORY H HMA82GR7AFR4NVK 16GB D426R   ,
SM30L13367,MEMORY MTA18ASF2G72PDZ-2G6B1 16GB D4-26R,
SM30J46031,MEMORY 8GB D4S TMA41GU6AFR8N PPB,
0000001DE521,COA_LABELS COAW16DATA16                ,
SM30H35443,MEMORY 16G D4-21E M391A2K43BB1-CPB,
SSD0E97919,SSD_ASM M.2 2242 S9G-16,
SSS0L25046,SSD SAM PM9611024 M.2 NVMe OPAL        ,
SSS0L25068,SSD INT Stonybeach 16G M.2 2280         ,
SM30L13370,MEMORY MTA72ASS8G72LZ-2G6B2 64GB D4-26LR,
